reviewId,content,score
b968e68c-bd13-4327-9f55-c8c197e99526,Great app,5
8fac9053-4660-435b-a3c9-592b46ab1e1c,Best experience,5
b108cc06-d410-4e53-bfc3-f1d6b5beae6f,ADS!!! The app is full of nothing but ADS now!!!,1
c0f18903-e352-4043-878c-d5d23aee0306,"Not good the app closed my account because upload Post for felsten , chemin you",1
70ddab47-fd32-4bd5-9139-e97f54509cd5,Its absoluty the best socio site in my time,5
ba995f58-cb62-48fc-a1eb-509465fc87d6,Good,5
656e05c2-d4f9-4d76-a997-9581dd4eb9e6,THE BEST ❤ X THANKS ELON MUSK,5
0e5a8e21-842d-4b6a-a227-918ee09bce4b,All good for me,5
676fc0dd-df6b-46b8-b0c0-6c33f0535b13,so wait I'm confused X is the new twitter now?,1
670390c6-524c-4579-9917-2a85dbb232a1,Cool,5
a2f22fca-4628-4746-a0cf-703d45587372,Cool,4
17d5949a-b3f1-4ed3-ac37-39054b845f26,"Best app of free speech, thank you elon.",5
b4baa5a4-8afe-4599-a7c7-4b71245c835d,Best app ever,5
8ae8baaa-a799-4af2-b78a-dc64f449ef29,Best social media platform where you feel free and respected.,5
8848cce8-f016-44a9-875a-e08583b6489e,Free world...,5
4228a954-750d-42df-bc57-2d33f5e4b9e9,Good App,5
98409e55-e391-4212-83e8-571940fad564,It is a good experience. What distinguishes X App is it doesn't obscure facts unlike Facebook or Instagram. It is neutral and it is not biased to the Zionist entity.,5
7008d261-2cce-4020-84b3-ee8ccbdb6f92,Free palastien,5
d5b4c6ad-a46d-49d0-8372-19990174a260,My feed don't get updated smoothly.Please fix it,3
efbf0a46-7f89-4eb4-9a69-df31d17afa2c,Very good,5
a3340df1-7274-4eae-9e5e-c24734fc22f1,"Way better than crapy twitter, stop crying twitter losers",5
a2ead1e3-2ce2-4253-a68e-027f3c3e396f,A great logical,5
e309f2ae-239b-4820-868b-850667ac11d7,Keeps getting better.,5
d69e22b4-f8d3-4a95-908c-a10f517834d1,شكرا,5
15f9a5fd-258a-4cae-92e2-950a393d2854,Amazing ❤️💯,5
857064cd-f059-48a7-bb24-dc9f15c09e9a,Thank you for ur support,5
b3183805-a563-4096-a28e-3d1bfe57cf12,Pretty good app,5
ef41d479-129a-469e-96de-aa13a00df8f9,All news,5
b766062d-b574-4d02-b0f7-754d8b417606,"bring back circles, I don't feel comfortable posting anymore",1
f9c8f5e8-cfd7-4f25-8084-662800fc8a8f,Best than Facebook,5
cbcbff4f-58ba-432d-92c5-37651e55db50,تطبيق عنصري جدا,5
7e7de14d-2b2b-4d47-be0d-6c386e829dbc,رائع,5
ef8df261-2c71-4527-bdcb-2c938e344855,Let someone use my email to access my account. Now have me blocked from access. App is a joke,1
bcd46b53-8c3b-4403-8791-228c3247af8a,"Update: it keeps freezing and telling me to update. We all know updates keep worsening the app. ~ 0 stars. I have to scroll endlessly through things I don't care about to find something related to my interests. It doesn't matter if I block, mute or say I'm not interested in certain topics or people, they will shove those damn ads in my face regardless. I could go on endlessly about how this app keeps getting worse.",1
a59d9047-230d-4c97-ad0d-41d9ca7a9dbb,Communist site. They tell you what topics to follow and bombard you with 1000 tweets a day from accounts you Don follow. I almost ended my life and deactivate my account to save my life.,1
57afa963-65c7-44ac-a0b1-7a5147672043,Fair app,5
ecefa2f2-622e-4232-9aaa-b755e579a33b,Great policy's,5
b98fe2c2-fa10-42bb-adad-eab95bffba41,Overall pretty good if you're ok with alot of drama and the new administration of the app.,2
0adc4709-d6af-41a5-b94e-2b6f26f80a92,fire,5
69be8373-23b8-4b60-9860-3163959d485e,Elon Musk is the best,5
e910c518-0744-44ab-9ce9-ccd9b799ff9e,I think Elon Musk intentionally want to make everyone delete their account and uninstall this apps. He may have bad experience with previous owner. That's why he make this apps so bad now.,1
00589c83-59ab-483d-9612-96836c6a4718,Not too bad,5
5be10ae4-1a89-4578-b05a-b9617b465796,Good 👍,5
3987155f-42dd-44e2-9518-9c783c0b3140,I hate Elon Musk,1
8144df8d-e1ee-4d52-b4c5-e4b03232bdb8,It's very an amazing 😍 app,4
d7a68eec-7796-4a82-865a-9ffc2c266619,Why a you guys allowing some people to report someones account without any reason 😒😒😒like today I open two accounts and all are suspended for no reason 😭😭😭😭😭😭,1
3a55140a-bb41-4d1b-8bf5-f117e1a70e95,It's not letting me upload a profile picture,2
84517637-43ff-4e50-86c9-3137c96e2dd5,🙂,5
45b5bc33-c1ab-4c9b-b11b-98c50f0d28a5,They removed the ban for 3 days to only shadow ban me this morning! They shadow banned me and i didn't do anything! I can't even find my account in search now! I have a search suggestion ban and twitters support won't even help!,1
ebb8d18c-175e-4c5c-a109-0799400078c4,Excellent,5
45c3a7c8-9fdb-4343-a375-17151fef8b41,👍👍👍👍👍,5
86bcb4f6-e7ab-40eb-b53b-4780732851c0,Great site than other platform,5
f07820ca-ff33-4d30-9a52-0662e70f43ad,Your app is really bad 😡,4
f24105d4-d45e-4f1b-ae13-c1ce7d9e5421,👍,5
a5dba34f-4c86-45e9-9e63-38b064674066,Nice,5
97c2d53a-0200-4640-a22d-467798f5d1fa,شر,1
fdb03894-b4c5-4832-bb3f-69729a3f0d2d,Mashallah,5
f6106d76-0563-4d71-aefb-563cbf6a6f15,nice,5
be140155-8488-45bc-b758-09bdec1bd68c,❤️🔥,5
f73dd4a6-ecbc-4fb6-a955-0a640210d443,ELON OP,5
45bf3dbf-8e20-48c7-86fb-e044fae2d62d,has content that other platforms will not share with the world...,5
f8bc7d02-baea-4425-876d-5886c3cbd410,Twitter X very best,5
4cb7868d-200d-4033-bb5a-eb0da22c17dd,The best,5
0ed9de20-eca2-41ce-9a40-d6c4a8f3c72d,Not as imbalanced as other platforms,5
c737b43b-dfa3-45cb-b501-03658356bc52,It's gone from being Twitter to X and I hate it. All the changes that have been made are not worth anyone's time (or money) so I cannot recommend. I'm going to stop using X and use bsky instead.,1
a6ed8fc8-43fa-42e0-a073-6a38201d3407,I was fine till two or three months ago they wont let u upload anything more than 45 seconds and its always the last section it has problems loading frequently and its becoming an unusable app please get this fixed ASAP!?!?!,1
c868812e-2676-4769-9e5c-e054ca7a2529,"Been long time since I'm rocking the ""X"" really loved the new makeover thanks to the team ✌🏻✌🏻✌🏻",5
17ad2a82-a6e2-41d5-bc03-751d6e5e151f,Enjoying this alternative to FB,5
f52e29cc-4a20-4fc6-95ac-c415f18f8505,It's just exacting,2
0d93af04-f20c-43c6-b8dc-ab57afdf8d6c,Amazing,5
289a220e-b144-4e6a-b89b-f6c5236f510b,😲😳😳😲 wow,5
d8cc9e55-a252-4696-8ec3-04ca805249e7,Dead bird 😢,1
4ba531cc-c851-44aa-b864-a43ebdc87f7a,While scrolling through someone's profile their tweets randomly stop loading and refreshing the page does nothing. Same with followers/following,3
98314500-8d08-419c-bda5-7b38f176ef7a,Error problem,3
840cb15d-90d5-4201-a4cd-1f4c368aa73c,I love it,5
2daa2007-8440-4f80-885e-9b26fbc40062,Phenomenal,5
ffe015f2-1c94-4c10-801a-8826c3906dad,cheap & useless........keep away from this app.,1
09745abf-f5d5-43e2-a052-d939adc9a05b,"When someone reply to me, I can't see my comment, and this is crucial 🚨, I rarely remember the topic and when I click return to see the original post or the chain I can't, this is frustrating",1
916c35e9-9dbb-40f3-a4dd-a5b03185c93c,Disgusting some of the stuff on there,1
48ae8aba-f5ec-4431-b293-92a08b8abd77,Can't able to sign up I am trying to verify with phone num it's showing this num use already. I am not use this num to make any account before I am not able to get verify msg.,1
25ac78dc-ef0e-4ecd-aae8-e9d552a38328,Shokam 🤢,1
cb79e67b-0d6f-4c1b-9732-3ce9520eb8a4,It's bad App because there is no freedom of speech and it's stand with killers Against the Palestinians who have been under siege for twenty years,1
17fd0ae5-25a9-4236-be8e-6a0d40fefadd,"Posts won't load anymore, everything is being taken away, its just trash now. Never thought it would get this bad.",1
683e3274-9187-4051-9411-ea8fe4daa4cc,X is literally the only application that you can use free and without fear of being in the middle of some stupid content which is offered in other apps. Just keep going Twitter 💙,5
24aca632-fc6c-425a-b802-344a9f3194a1,فوضولیش به ارنوش نیومد,5
05c0d75c-dc0e-4bcd-acb5-74445694ee85,"Wheres the ""seen"" status when chatting?. Eversince it updated to become X . The ""seen"" status in chat have disappeared. Bring that back😠",2
9002745b-5f74-4e7b-b2ae-9a1f32a2931e,It will not keep the profile pic I upload on my profile!! I've tried several different nature pics (it follows guidelines) and it will not keep it in. This is highly annoying.,3
99046255-213c-4764-97a1-dfcfc26cee01,Too many ads and unwanted content and same posts come back in my feed constantly...,2
d42fa537-9fae-47d4-b091-78364a36f586,"Interesting, love it",5
d918809d-86fa-48bd-a096-65add8d835ba,X limited my account from being viewed because they said i broke the rules. Apparently you can talk bad about Terrorists and their supporters and their affiliates. So i uninstalled X.,1
bb1bcb97-c0aa-49d2-9af6-818df12c25c0,Trashy app,1
a9a933b3-5a69-4d2e-89b9-c4aaa990cd65,X is everything!,5
dc4ab0d1-44ac-4d59-98b1-2ac581220824,Tons of nudes,5
9a3d88fd-1209-4100-b051-02b33305cf5e,-1 star. cause the name X is too bad. I love the name tweeter very much. Now if anyone see my phone they'll judge my nature. Thanks for disappointment. 👍🏻,4
54834375-3272-4832-862f-8c8b417b16ab,"i used to love twitter, but after the name change i stopped using it, and my life has been somewhat better ever since",1
8ad9b895-e196-4801-ba86-22aff4a7f301,Used to love this app but damn if it hasn't tanked embarrassingly hard in the past year,1
be2ad518-2a48-4829-84d7-cdd9499b6893,Good,5
89014164-4fe6-44c0-9782-f1249853dc61,very nice 👌,5
98d8ba4a-efff-4e65-927a-828b3a178f38,"Videos dont play properly. Not outside link previews. tanked. Didn't realize one poll would mean reinstating the account of an insurrectionist. Time to delete the app. Lotta obvious racists loving the new ""atmosphere"" and claiming hate speech as free speech now that theres a new owner. Something about him really empowers them. The new owner is so dumb it's not even funny. If he brings blocked and removed users back, specifically trump, then he's fine with empowering their hate.",1
86fe297a-0436-4e2a-b264-c255da2f8184,Great,5
29b59d77-5e7e-4185-9dab-7e21539e87e6,Best app better than Facebook and Instagram,5
bf8379ca-19b2-4816-8b24-265dd1de680f,Elon .usk,1
02d44a53-7378-4953-bcc5-68c324aa3acc,"No longer a vibrant conversation app. News is hidden - no articles, no videos, no more knowing what's going on before you see it elsewhere. A list of hashtags is what X calls ""news"", ""entertainment"", etc. No longer a useful or entertaining platform. A lot of good tweeters are gone. After 10 years, this is goodbye. RIP, Twitter.",1
a06df8d6-ce1a-4d88-bf83-67657efeca70,Firstly you suspended my account without telling me the reason.then I create new account which you also restricted me not to follow anyone then I tried again and again but all wasted. after that I create third account in which Also facing a trouble I cannot add my phone number so again my account would be suspended so can you please tell me what is this.how can I fix it,1
f7761476-16d0-498f-8fbe-810529bce746,"Everything App. Unreal. Kudos Elon Yourxc cc Tribe love 💘 i love being on your magic ✨ 'carpet ride""'",5
3fe4c4da-10bb-4afc-8314-48e0b002c00c,Best app to clean are city. Once you put anything which is wrong near you you can get fast action on this.,5
718640a8-cad8-47af-b2ce-90f9d6882cf7,Can't load images,2
63168564-d86c-406b-93c7-a638a1d3450a,Worst and most toxic app. Not worth using.,1
845bced8-7cc2-42b1-a1be-1ba2a5e3642f,Very great 😀,5
e586f125-9b81-4010-a2db-2025f2b7fcc8,Free speach,5
b0e85470-5b66-4462-8722-0558bb1120ae,Why is it hard for me to upload gif?,3
889abf27-6844-410d-8849-1a517c63a4c1,All of a sudden a few months ago I am not able to pull up anything that is not trending. I have tried several times to get help to no avail. I LOVE that Elon made this a great place to share but this old lady can't figure out what is going on.,2
1d62eafe-f390-49ec-8924-cdecb7965172,Good,5
15ef2c4a-ccb7-4f7c-a637-4d22bc8653ec,i like the super,2
121be5e0-f5b6-4746-b85c-eba8cce5e34c,The awesome,5
fa6d41fd-c9c9-4b82-9085-b7924b9a8723,It shows alot of honest content that TV stations lie about,5
1f4ceae9-adb0-4f66-8d1d-7eb52e5ccd66,🤮 Too much lagging while writing the post what a Elon Musk app it just like Melon Musk bruh!!! Never thinked that this will like this,1
1c22c315-13d1-4203-b9f0-aba75b23a846,My Twitter Account Twitter On 2022,5
21a77806-e5e4-47d9-b06b-a2b2bf05c23a,Learning +make a plan for learning +earning,5
850db72e-1b78-4a1d-9251-f4f4ea96c238,Best app ever. Literally cannot wait for Elon to make it fully operational with his vision,5
5243b852-a2b7-45e2-94b3-d8a28c89e2ef,Cool,5
6fcc6e6b-caad-4f8c-85ef-09acb38ea005,It's fantastic,5
61bb98ba-7bce-4612-8840-cc3c4867ea47,"Dangerous misinformation is rampant, it's becoming 4chan II",1
43cc1cb6-7214-4d1d-a1cf-4209cd1e4574,Too bad in recent time,1
1ee4ec3a-94ee-4727-bd1e-281949117e13,"Everytime I try to scroll thru the search it ""cannot retrieve posts. Try again later""",2
042dfff7-dadc-488b-81a7-1556e0baebbb,free x,5
ea231072-31af-4bc5-9674-019fc66366a6,BRING THE BIRD BACK ‼️‼️‼️‼️‼️,1
0b5252ab-b435-4f5f-bd0a-9c54eb4cc3f8,"Won't load, been happening for months now",1
73421ee0-6b9c-48e0-9bd8-e948a3995852,10 top fan to follow my new account 🔥,5
0e421073-6de1-4ede-b047-7ee1ea4469b1,"It works so much better than most social media apps. I hate most of them on mobile because they do not work the same as their website based apps. Since I am mainly a computer user I find the mobile apps confusing and very hard to use. Facebook is a prime example. I hate their app. X is just X on any platform. I can move seamlessly from Web based to IOS or Android and I do not feel lost trying to post, reply, find communities,or even getting logged in when setting up a new device.",5
e384f1e8-8c79-4467-a736-2399bdf964e7,Freedom and accurate bester than Facebook. I wish it all the best,5
2cc6b155-5cf8-4006-9edc-c11507ce8b71,"the app's functionality has seriously gone downhill since the muskening occurred. here's a few of the issues I encounter regularly: - auto-translate works about ⅓ the time - videos will often freeze, but the slider and the audio will keep going - videos will play at 5-10x - while scrolling, new tweets will load in between two that are already on screen, sending one that you were already looking at further down the TL Not one of these took place before October 27, 2022, and I could list more.",1
d6913816-1eb8-4fea-830e-799a90b06091,e l o n,5
c4e4d3ae-110d-4de6-8d14-6705fff90691,Welcome X 👍♥️ I can open my X someone using it why,5
4e1e8299-80ad-4b59-95d4-a79441e9e3a2,Very nice,5
f72d90c5-2bdd-4436-9148-6a8fdf3fb104,Good,5
f792b7d6-3156-48d1-89c1-342def02b08f,Good,5
ec4fea06-853b-4680-919e-46b10675221b,It's better now that Elon owns it .,5
9eaba0d8-3e72-4b33-ad20-4eeb4cde5e0f,Perfect and Long live freedom of expression,5
7502cf7d-5720-4cb2-8d75-0e8d04086406,Very good exp. 😊,5
d2ed01ff-1c9d-4d5b-b5fc-db0aec532f26,Better for freedom of speech,5
0df03efb-4add-4b01-b3d2-02d60f8f08f7,"They changed it to the stupidest logo ever, X after about like 5 years Elon Musk just changed it this never improved if he thinks it's cool he can have it all to himself nobody likes it. This social media it's not absolutely the worse I don't know why people uses it, it's just stupid",1
183813bb-3bbe-4e97-9547-e5908909dd9b,Super,5
353a8f53-50e1-45fb-91a0-2c93cbe9124f,Elon Musk is the problem,1
7d7e9d73-b09e-4990-81a8-295872f44366,messages keep lagging,2
60456ecc-223a-4259-ad11-7f66a13bfc8a,Good platform for free speech,5
acf8f40c-4042-4a86-9791-68ba3ec5992c,"there's a bug in this app--everytime i try to scroll up in dms, the app completely freezes and kicks me out. this has been happening ever since the update in september last year, making me to use an older version. maybe you should try and fix your app before forcing everyone to update it :/",1
9dc1e731-fd55-4c2c-982c-d739f1baa5a4,twitter was fine the way it was,1
f0a8067d-1621-43df-98df-482dc0a551ea,"Thank you, Elon Musk, for buying back freedom of expression",5
d7d41616-c81d-44ae-bb40-dcf4bdbba46e,"Since Elon took over, it's been great!",5
22ed6c57-17ca-4f0e-bb0b-f83a510d7e00,"HATE THE STUPID NAME CHANGE!!!! ""X"" REALLY????? Elon, GO BACK TO its real name ""TWITTER"", because that is what we call it!!",1
2c0dfbc9-e6df-4fb3-bc68-2d511b46cedf,Goood app,5
3a606d8b-1f31-49c7-b28c-f2ca8111110b,Can't log in :),1
44229bab-44bb-4c5e-be25-30ea18c1d252,Ay Let's get twitter back i miss the happy logo the bird,1
7e3e6bf4-a9c7-4adc-8fc4-b48e0512cbcb,Where is my Twitter 😭🤬,1
c39e520a-a0b6-4c5b-8b8b-6d8f426bcb60,"Less spam and ads would be super, my guy.",3
d93d5836-279e-4053-af08-2c3d0c6fdc79,"i am literally so pissed at the stupid nonsense changes that were made. literally making twitter into 'x' what even, so stupid but i didn't care then. i liked the platform anyways, but oh my god?? why did y'all remove twitter circles?? that was my extra safe space in my safe space. plss stop the nonsense changes oh my god",1
f293997c-f172-41eb-97ff-adea561c8e00,تحيا ايلون ماسك خويا وماشي صاحبي 😏,5
1b985646-3036-49c8-8a2c-ebc53cbbf925,Please support admin please contact with this may be used premium,5
ff4373cb-649a-4dff-8337-8a991c9e7fd7,"Somehow worse of a cesspool after Elon joined, props to him for showing us it can always get worse.",1
13b12757-63fc-4e1f-b0d9-1047b4f5617a,Fair,4
e0bff384-4093-4b4a-8026-eb0e376a3aeb,Very smart,5
6cbf2b44-bdf3-423a-a454-eb11d5370614,Nothing really changed,1
4aca6cb3-a6ba-44e1-a1eb-08e2f9f3d8be,"Awful, keeps crashing. Thank you Musk.",1
72ccacf1-c278-4eaf-91a6-56fc51bb57e6,I want to delete my account and uninstall this app because this app is very slow and alot of ads but i can't login my account and there is no way to open this app.,1
04ee9878-27c4-46d2-a8bf-673c813a0e1a,X is a great app and interesting to use,5
1bc9dfa3-79e6-491e-b1cb-0ce8cd1be7b0,ये तो एक्स हो गया और अपना एक्स को कौन बार बार देखना चाहेगा।,1
73828b5a-84b9-4e8f-b1e0-24563e421ccc,Noice,5
8e7ca104-2adb-4ae8-ac64-00464f9e2baf,Amazing,5
42c2dc52-ae6d-406d-94f8-7c4fc9dfb4cf,Very good,5
dcfdb0bf-75fa-44f4-a760-8f46dfe656ea,Open space for everyone. Best of the best than any application's,5
904d915d-cadb-4fcf-810d-2d2f264a4f50,The easiest app to use other than discord. Ohhh and BRING BACK TWITTER NOT THIS X. X is the worst app name and logo,4
023a5c21-4429-43e0-960c-321c441b31fe,satisfying experience for my use case,5
90e056a5-8aa6-40ac-bfae-b8a1f22ee95f,أفضل تطبيق لمواقع التواصل الاجتماعي ، يحترم حرية التعبير ، و يحترم مستخدميه 💯,5
dd073743-f5bd-475f-8c6e-b7f4c4cdc12d,Its good,5
f021c2fb-8c0c-4f43-8ea7-691282181625,SSStalkerwolf must be deplatformed.,5
b501d500-ef3e-47b7-b1e8-26098fb82343,Good,5
2e888eba-d6a3-4819-a573-09c0a7072f7b,Haha Finally they fill a what's new section for X_videos,1
ac7d7d1f-bb52-4699-96a9-f8f48c35a4ea,Informative and entertaining,5
c2e11564-3a5e-46ac-ad18-5173708109e2,Great. So so great. It's like when a young bird leaves the nest. They jump out the nest and they start free falling. They flap and flap tell the wings work. That's what it like leaving Facebook to Twitter. You jump the nest but be careful cause in this Twitter world you don't know what coming around the corner. But eventually you find your flock and from flapping to soaring around the Twitter world you will. Welcome to the Twitter world 🦅,5
d912d33d-5e3b-44cc-8b06-4f8224c68bed,Better than before,5
b01e92fc-a19c-49b3-9d00-fa032960b51e,"Miles better now Elon Musk owns it, to the moon 🚀",4
d0ae29b5-9d96-47d6-9818-743f56797613,It's nice I love X,4
e2dc188b-9b0a-4b3c-98ba-fef4d1b1211a,90 %,5
a53a9e4e-98d4-4e0f-abcc-16075860d5cf,i can't log out my accounts dude its frustrating to find a log out button.,1
bbdf7992-49d7-4f17-9d05-5cc211b4e428,Best platform for free speech without a doubt,5
71cefbbd-8578-41c3-9851-8bc76d33901e,PATHETIC - App not ready to load anything waiting since 20-25 min,1
e2edf04d-80a7-400d-8c61-98e4d3c8b84f,"I turned to X after what Meta did by suppressing our voices, blocking our speech, and supporting Israel. Free palastine 🇵🇸",5
c19f8291-288c-4d81-a9ff-3c4ebebef922,Good,5
83d48df4-de85-45c5-bdff-39162a773f6f,informative and entertaining,5
329253de-847e-4166-a414-7bdb05c4b526,Was logging my account to other mobile then reset pasword then suddenly can't log in account even want reset thru email or number useless🙄🙄cos asking for user name and write as I remember but says wrong 😬😬🙄🙄🙄since logo isX service so bad 🙄🙄🙄,1
a09ed051-de7c-4acc-b964-827dc51ebaa3,The best platform that we could speak up without deleting our words,5
26daa2a1-5762-4b2d-8453-0e6196d22201,Elon made it to perfection and is constantly improving it!,5
a37fee7f-d580-4b4f-bbcc-c7c07c25e3d6,Good for P,5
adb45eb7-098c-407f-ba90-160e1a4048c7,It's my tech friend,5
1836c0c0-b3be-4b93-b9ee-456a27bde9ec,Good... Very pleasing uhhhh yeah.,5
3955e806-72a8-4074-a707-bafac65c8bee,👏👍🤙,5
bf58feb8-1fb9-4fc6-a292-9a010ab00410,It is better for now,5
00cd96b2-a094-4e81-908b-688e80009cd4,Not good because it is not opened,2
2868fdb0-e79d-4be9-9296-c296a3d60d92,Needs a edit option.,4
6b476eeb-2e0f-44e0-934c-527aac1a425f,👍,5
3b2fa357-03d6-42fc-aac1-b604d060ca33,Good,5
5d17706b-2bb8-4ee4-8daf-1016648d3598,It's good to have more free speech and new functions keep being added. The Spaces are interesting and the help section is good.,4
26ee84e1-d44d-4b4f-a44d-4297027c4bc1,"@twitterindia is biased platform,",4
9f7ba962-a3f2-45ec-a7dd-9e3450bce26f,Good,5
973ae8bc-c6ec-4895-af62-e5e26ed837cf,Great app,5
d43f06d8-be3f-44f3-9338-b324018c9405,Twitter sucks,1
8abd3475-62f8-4274-91c8-e49fc4f109e5,Having issues with viewing media posted by users. I'm using a Samsung note 9.,4
226e587a-4d96-4b1c-9a1d-0030b5e8880a,"We need a non racist app, without double standards",1
f817c6b7-9330-4ee3-88a9-456422dd3fc4,Great !,5
